id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1298575197903220741,"Marilyn.
Una habitación limpia, luminosa tramquila",664100916,Magdalena,Usera,Orcasitas,40.36488604172244,-3.7080277729338165,Private room,46,1,0,,,1,80,0,
1298594046895055257,Centro XVII Marqués de Cubas,217067249,Jorge,Centro,Cortes,40.417511433002815,-3.6965398361023674,Entire home/apt,126,28,0,,,84,351,0,
1298598902289121438,Hernán Cortés I,438136382,Home Club,Centro,Justicia,40.42234894349955,-3.700131734148738,Entire home/apt,204,1,0,,,320,299,0,
1298613111463575733,Jose Picon II,438136382,Home Club,Salamanca,Guindalera,40.43410022766335,-3.6723319088090363,Entire home/apt,73,1,0,,,320,273,0,
1298614895969296403,La Latina Apartment,140909039,Claudia,Latina,Cármenes,40.40274,-3.74424,Entire home/apt,117,1,1,2024-12-04,1,1,65,1,
1298636623471976796,Habitación doble. Bien conectada,62697890,Santiago,San Blas - Canillejas,Simancas,40.43863,-3.61831,Private room,40,2,0,,,2,338,0,
1298645424466255676,Estudio para 1 persona,658937933,Andre,Tetuán,Cuatro Caminos,40.45215,-3.69815,Private room,45,1,3,2024-12-08,3,1,364,3,
1298654057883100462,Habitación en centro de Madrid,398307716,Pilar,Centro,Embajadores,40.4057129736871,-3.70056329352725,Private room,45,2,1,2024-12-02,1,1,222,1,
1298690943403280942,Estudio chamberi Canal jm11b,592263605,Alfredo Rafael,Chamberí,Arapiles,40.43661,-3.70868,Entire home/apt,65,1,2,2024-12-05,2,1,365,2,
1298691786527278745,Ideal para descansar y teletrabajar,124748696,Crisleydi,Ciudad Lineal,Quintana,40.4346632,-3.6476029,Private room,42,1,0,,,1,346,0,
1298710364753894832,Habitación en la Milla de Oro,422868326,Manuel,Salamanca,Recoletos,40.426028312480454,-3.68751728366012,Private room,143,1,0,,,2,365,0,
1298752659887271670,Apartamento en Madrid centro,664148713,Guillermo,Salamanca,Lista,40.43215120489235,-3.6793524026870728,Entire home/apt,92,6,0,,,1,355,0,
1299048113483025485,"Céntrico, Silencioso y Luminoso",14259451,Araceli,Centro,Universidad,40.4220511,-3.704316,Entire home/apt,146,4,3,2024-12-07,3,2,9,3,
1300605677493432889,Apartamento Amplio y Elegante en Paseo de habana,25280313,Fernando José,Chamartín,El Viso,40.45058,-3.68567,Entire home/apt,468,1,0,,,25,206,0,
1300609917090305588,Precioso y céntrico piso Madrid.,650974894,Miguel,Centro,Cortes,40.41833,-3.69819,Entire home/apt,114,2,0,,,2,357,0,
1300627402789716204,Jorge Juan XIII,438136382,Home Club,Salamanca,Goya,40.42276113264885,-3.6750470907263115,Entire home/apt,146,30,0,,,320,313,0,
1300628034205435397,Piso de 4 dormitorios en Madrid,508788647,Maria Aranzazu,Villaverde,Los Angeles,40.35695,-3.69455,Entire home/apt,125,20,0,,,8,365,0,
1300634463942044499,Academia IV,438136382,Home Club,Retiro,Jerónimos,40.41352047978636,-3.688879598978895,Entire home/apt,159,30,0,,,320,162,0,
1300637404192254654,Acogedor y moderno estudio,521238250,Garcia Moreno Estate,Tetuán,Bellas Vistas,40.4560566,-3.7067854,Entire home/apt,54,29,0,,,4,177,0,
1300647020666340701,Alcala IV,438136382,Home Club,Retiro,Jerónimos,40.42066,-3.68269,Entire home/apt,116,30,0,,,320,191,0,
1300652876293925564,Experience Madrid at its best from Atocha-Sol,248621680,Felipe,Centro,Embajadores,40.41117,-3.69789,Entire home/apt,113,1,0,,,9,165,0,
1300653547262942482,Doctor Castelo XXIV,438136382,Home Club,Retiro,Ibiza,40.42116,-3.67582,Entire home/apt,137,30,0,,,320,351,0,
1300656242691151545,Calle N2 Madrid Gran vía,22089497,Jule,Centro,Universidad,40.42505154846102,-3.706949265175913,Entire home/apt,135,1,0,,,12,365,0,
1300656619030830587,Apartamento Top Barrio Salamanca,418951563,Manuel,Salamanca,Castellana,40.43351,-3.68199,Entire home/apt,130,1,0,,,1,289,0,
1300661705022763474,Cervantes III,438136382,Home Club,Centro,Cortes,40.41318,-3.69757,Entire home/apt,189,30,0,,,320,207,0,
1300666165303133410,Apartamento Salamanca TOP* 3 habitaciones,514245592,Hosteleria,Salamanca,Lista,40.43568,-3.6781,Entire home/apt,223,3,0,,,11,354,0,
1300681395969201467,"Escapada Chic para 12, conoce Toledo 77",555642355,Santatoledo Real Estate,Centro,Embajadores,40.4103499,-3.7088863,Entire home/apt,351,1,0,,,1,168,0,
1300713893813347065,Plaza de la Cebada II,438136382,Home Club,Centro,Palacio,40.41259,-3.7082,Entire home/apt,118,30,0,,,320,311,0,
1300715293780995803,Apt en chueca hasta 5 personas,461634064,Francis,Centro,Justicia,40.41998,-3.69752,Entire home/apt,69,3,0,,,8,72,0,
1300716255152008003,Modern Condo in Goya with Balcony - Retiro park,123624020,Beltran,Retiro,Ibiza,40.42140135875209,-3.6748980684238157,Entire home/apt,40,30,0,,,7,126,0,
1300725485311953835,San Bartolome II,438136382,Home Club,Centro,Justicia,40.422447061041964,-3.6978001237089066,Entire home/apt,153,30,0,,,320,191,0,
1300746052406057326,1 Cuarto Doble Lindo y Tranquilo,664568079,Edwin,Centro,Palacio,40.41323,-3.70819,Private room,47,3,0,,,4,365,0,
1300756013057951777,Bonita Habitación Doble Céntrica,664568079,Edwin,Centro,Palacio,40.41282414096472,-3.707662746004713,Private room,49,3,0,,,4,365,0,
1300758210811079763,Cómoda Habitación de 4 personas,664568079,Edwin,Centro,Palacio,40.41323,-3.70814,Private room,70,3,0,,,4,362,0,
1300771325513297630,Madrid 3,531372324,Mohamed Imad,Tetuán,Berruguete,40.460516,-3.70616,Private room,48,1,0,,,2,81,0,
1300776833946660056,"Valdeacederas, apto con terraza",138958364,Luis,Tetuán,Valdeacederas,40.46934958312255,-3.701509843468396,Entire home/apt,69,2,0,,,4,363,0,
1300784015706894025,Apartamento Luminoso,204406531,Carlos,San Blas - Canillejas,Rejas,40.44319,-3.58356,Entire home/apt,70,1,0,,,9,83,0,
1300824819614627090,Luxury place/Madrid Rìo/Latina,300047705,Yadira,Latina,Puerta del Angel,40.41386,-3.72636,Private room,86,1,1,2024-12-08,1,3,67,1,HABITACION EXENTO
1300850305505119568,"Denver, lujoso apartamento en Tetuán ( 2A)",653564153,Rodrigo,Tetuán,Berruguete,40.46023909561293,-3.707319922015973,Entire home/apt,100,2,0,,,11,309,0,
1300852061381202432,"Berlín, Apartamento  practico y moderno (3B)",653564153,Rodrigo,Tetuán,Berruguete,40.45930952406168,-3.7072470161858866,Entire home/apt,105,2,0,,,11,249,0,
1300872062552486385,"Lisboa, Apartamento acogedor y espacioso (3A)",653564153,Rodrigo,Tetuán,Berruguete,40.460483268298255,-3.705850007927877,Entire home/apt,100,2,0,,,11,354,0,
1300884388500364510,"Estocolmo, Apartamento luminoso y acogedor (1B)",653564153,Rodrigo,Tetuán,Berruguete,40.46053,-3.70683,Entire home/apt,100,2,0,,,11,318,0,
1302913848595298395,Habitación en piso compartido,159413783,Valeria,Arganzuela,Delicias,40.39592550612227,-3.694869987666607,Private room,29,7,0,,,2,329,0,
1302923532912778305,Magnífico apartamento por meses,394687867,Jorge,Hortaleza,Pinar del Rey,40.46863223825911,-3.655748349997151,Entire home/apt,103,5,0,,,77,339,0,
1302942061339640138,Piso exclusivo Madrid Norte,394687867,Jorge,Hortaleza,Pinar del Rey,40.46777356160116,-3.655350611397747,Entire home/apt,100,7,0,,,77,360,0,
1302947952846183732,Pequeño paraíso en Madrid Norte,394687867,Jorge,Hortaleza,Pinar del Rey,40.4697,-3.65394,Entire home/apt,90,7,0,,,77,364,0,
1302953329793316924,Cozy 1Bedroom with Balcony in the Center of Madrid,21663488,John,Centro,Embajadores,40.4115382,-3.7075416,Entire home/apt,105,3,1,2024-12-09,1,9,55,1,
1302953428719393965,Acogedor piso en Madrid Norte,394687867,Jorge,Hortaleza,Pinar del Rey,40.4697299847179,-3.6553580750648265,Entire home/apt,80,20,0,,,77,336,0,
1302971556619805306,Apartamento cerca del Retiro,497535335,Erxed,Retiro,Ibiza,40.41764902947558,-3.6750225275280433,Entire home/apt,140,2,0,,,1,11,0,
1303002465057884833,Ana de Austria X,438136382,Home Club,Hortaleza,Valdefuentes,40.4997117853077,-3.658329274627583,Entire home/apt,79,30,0,,,320,322,0,
1303012078026198665,Habitación Plaza de Castilla- Madrid,218978899,Melissa,Tetuán,Castillejos,40.46368519152586,-3.6935627460479736,Private room,58,1,2,2024-12-08,2,1,83,2,
1303016711212747428,Apartment in the Center with Spectacular Views,123624020,Beltran,Centro,Palacio,40.41468515427887,-3.7091392527261138,Entire home/apt,90,1,1,2024-12-08,1,7,328,1,
1303034945953972145,Apartamento acogedor en Madrid,260398297,Maria Rubiela,Puente de Vallecas,San Diego,40.39456,-3.66698,Entire home/apt,74,3,0,,,9,348,0,
1303045680204716648,Un lugar familiar,664450669,Diana Carolina,Carabanchel,Vista Alegre,40.37921448462111,-3.748034701526145,Private room,115,1,1,2024-12-06,1,1,365,1,
1303075354593792255,Habitación bonita  en piso tranquilo y precioso,165979364,Ruben,Latina,Aguilas,40.380998568830144,-3.778070657111168,Private room,50,1,0,,,2,363,0,
1303100986171927519,Habitación familiar,572077976,Maria,Usera,Zofío,40.38182,-3.71378,Private room,100,1,0,,,3,365,0,
1303132513794553264,Habitación (solo chicas),475082160,Esther,Ciudad Lineal,Atalaya,40.46342,-3.66417,Private room,65,3,0,,,1,365,0,
1303143460683104308,一estudio con propia baño cocina,467775015,Julian,Usera,Almendrales,40.3835,-3.70314,Entire home/apt,54,1,0,,,12,72,0,
1303387942609921983,habitación con baño privado,540490550,Ana,Centro,Embajadores,40.40940854623614,-3.7062651120266987,Private room,87,1,0,,,3,345,0,
1303420707146307559,Villaverde moderna,469698541,Sau,Villaverde,Butarque,40.34049833852358,-3.6798503277991497,Private room,29,10,0,,,6,180,0,
1303423506211799044,Lindo apartamento en Madrid,142175605,Ana,Salamanca,Recoletos,40.4276164,-3.685441299999999,Entire home/apt,105,3,0,,,31,276,0,
1303431658701804736,Apartamento de diseño Lavapiés,39604703,Wilfredo Jose,Centro,Embajadores,40.40953599976319,-3.7046523385660173,Entire home/apt,99,2,1,2024-12-08,1,1,11,1,
1303469456297930147,M (JAM471B)Apartamento Luminoso con Balcón en el C,450144376,Fernando,Moncloa - Aravaca,Argüelles,40.42637847694222,-3.716676770279391,Entire home/apt,94,1,0,,,75,354,0,
1303485440474064788,Acogedor piso Simancas wanda centro metropolitano,665179027,Alejandro,San Blas - Canillejas,Simancas,40.429265802473154,-3.6269021269836488,Entire home/apt,280,1,0,,,1,365,0,
1303485643387340876,New Spacious Apartment with Balcony,21663488,John,Centro,Embajadores,40.4115382,-3.7075416,Entire home/apt,121,3,0,,,9,47,0,
1303495068136731021,Principe de Vergara XVI,438136382,Home Club,Salamanca,Lista,40.436296821889584,-3.678747521607326,Entire home/apt,122,30,0,,,320,364,0,
1303495137610528060,Barco XIV,438136382,Home Club,Centro,Universidad,40.42104545578527,-3.7033988638855626,Entire home/apt,98,30,0,,,320,0,0,
1303495141102958215,Barco V,438136382,Home Club,Centro,Universidad,40.42058556416543,-3.701974399743508,Entire home/apt,85,30,0,,,320,346,0,
1303524719352024919,Espléndido Apartamento en Madrid,205886245,Paulo Sergio,Puente de Vallecas,Portazgo,40.39231342388556,-3.647576731144607,Entire home/apt,70,28,0,,,3,243,0,
1303528310460909919,Piso en Alameda de Osuna,526217409,Gloria,Barajas,Alameda de Osuna,40.46259476129297,-3.5831745079345745,Entire home/apt,400,1,0,,,2,365,0,
1303532591474674040,Private room with balcony - Mid-term stay,662306717,Dante Germán,Centro,Embajadores,40.40927363428679,-3.7000369194474825,Private room,92,1,0,,,5,362,0,
1303556366374297545,3BR family apartment,665195720,Mbaya,Chamberí,Gaztambide,40.438609587055275,-3.713218210626938,Entire home/apt,190,5,1,2024-12-08,1,1,336,1,
1303577918874517960,Habitación disponible,73175816,Alexis,Fuencarral - El Pardo,Pilar,40.47565,-3.71494,Entire home/apt,101,1,1,2024-12-08,1,1,359,1,
1303594677217824950,GuestReady -  Lovely escapade in Madrid,665204960,Ashweetha,Puente de Vallecas,Numancia,40.40093,-3.66258,Entire home/apt,120,1,0,,,1,316,0,
1303598902568529135,Madrid Cozy Room,114648923,Miguel,Retiro,Estrella,40.42028,-3.66784,Private room,56,7,0,,,3,365,0,
1303607448122723659,Estudio entero Madrid Centro,455687676,Roxane Jeane Theodora,Arganzuela,Palos de Moguer,40.4026573,-3.690334,Entire home/apt,42,211,0,,,1,364,0,
1303622443637871548,Homeclub | 2 Bed Elegant Apartment in Salamanca,438136382,Home Club,Salamanca,Goya,40.42525026673347,-3.6781153560532633,Entire home/apt,163,30,0,,,320,180,0,
1303639216660980110,Private room with balcony - Mid-term stay,662306717,Dante Germán,Centro,Embajadores,40.40825119277583,-3.699808621228921,Private room,92,1,0,,,5,362,0,
1303649974037939722,Private room for mid-term stay,662306717,Dante Germán,Centro,Embajadores,40.40910585817147,-3.699972348775108,Private room,83,1,0,,,5,362,0,
1303663745904112908,Private double room for mid-term stay,662306717,Dante Germán,Centro,Embajadores,40.40775346997198,-3.7004531333549777,Private room,83,1,0,,,5,362,0,
1303673676010658450,Room with bathroom in Lavapies - Mid-term stay,662306717,Dante Germán,Centro,Embajadores,40.410753160930014,-3.7020233258925606,Private room,92,1,0,,,5,362,0,
1303702471800938579,Habitación •individual en Madrid,349892710,Marianna Yorlady,Puente de Vallecas,Portazgo,40.38774030692848,-3.6460742354393005,Private room,22,1,1,2024-12-08,1,5,323,1,
1303726216028559635,Luminoso piso centro de Madrid,488366246,Como,Centro,Sol,40.418975282286745,-3.702310435473919,Entire home/apt,160,2,0,,,1,74,0,
1303731027882415251,Cozy Room Studio of 22m,61753406,Juan,Salamanca,Goya,40.4272,-3.67886,Private room,45,21,0,,,16,34,0,
1303742940371507921,Cozy 22m Room Private Balcony,61753406,Juan,Salamanca,Lista,40.42925,-3.67784,Private room,45,25,0,,,16,34,0,
1303769236597143044,Encantador Apto en La Latina,251333188,Jose Maria,Centro,Palacio,40.40903,-3.71332,Entire home/apt,209,1,0,,,19,344,0,
1303788232788605624,Plaza de toros de Madrid,120066393,Lola,Salamanca,Fuente del Berro,40.42542446449389,-3.6656976118683815,Entire home/apt,78,3,0,,,25,358,0,
1303809282843695682,La Latina: Tu Apartamento de Luz y Estilo,251333188,Jose Maria,Centro,Palacio,40.40918920874776,-3.713211439229718,Entire home/apt,212,1,0,,,19,341,0,
1303813144543983289,Urban Comfort Studio,665271277,Juri,Centro,Embajadores,40.411,-3.70215,Entire home/apt,73,2,1,2024-12-08,1,1,68,1,
1303832824389883168,"Vibrant Studio in Almagro, perfect location",182817344,Monica,Chamberí,Almagro,40.42939,-3.69628,Entire home/apt,113,3,3,2024-12-08,3,2,48,3,
1303839485982537458,Habitación con vistas Madrid Río,159413783,Valeria,Carabanchel,Comillas,40.395926528282246,-3.710772804915905,Private room,32,2,0,,,2,350,0,
1303846025967589753,Habitación Mercado de la Cebada 2,141093625,Lorena,Centro,Embajadores,40.408437432583476,-3.7076700598552192,Private room,84,2,0,,,4,360,0,
1303852053163582511,casa de dios,665276370,Jaime,Centro,Palacio,40.41502,-3.70978,Entire home/apt,102,1,1,2024-12-05,1,1,344,1,
1303856201124976017,Cuarto con baño privado centrico,166167615,Alejandro,Centro,Universidad,40.427282842416254,-3.7025356740809587,Private room,121,1,0,,,16,355,0,
1303861695503866147,Cuarto privado centrico 2,166167615,Alejandro,Centro,Universidad,40.42729,-3.70421,Private room,102,1,0,,,16,311,0,
1303863992752683650,Cuarto privado centrico 3,166167615,Alejandro,Centro,Universidad,40.42719968905663,-3.7047896830232676,Private room,102,1,0,,,16,360,0,
1303865097713672125,Cuarto privado centrico 6,166167615,Alejandro,Centro,Universidad,40.42737538851377,-3.704223611353433,Private room,102,1,0,,,16,361,0,
1303873258700045769,Una Gema en el Centro de Madrid,36503894,Marta Y Enrique,Centro,Palacio,40.41328599978199,-3.7094800930320977,Entire home/apt,139,1,1,2024-12-10,1,45,355,1,
1303895046991946156,¡Céntrico y Con Encanto! Apartamento en La Latina,251333188,Jose Maria,Centro,Palacio,40.40884426371405,-3.7130913120551248,Entire home/apt,212,1,0,,,19,358,0,
1303977252098039926,Precioso cuarto privado en pleno centro 2,166167615,Alejandro,Centro,Universidad,40.4252791267869,-3.7104642893256155,Private room,102,1,0,,,16,248,0,
1303978554870100818,Precioso cuarto privado en pleno centro 3,166167615,Alejandro,Centro,Universidad,40.426947633225495,-3.710641724784802,Private room,105,1,0,,,16,359,0,
1304088227813493955,Minimalista a 15 min del centro,560568507,Daniel,Latina,Lucero,40.40218,-3.74664,Private room,70,1,0,,,1,347,0,
1304089244110825493,Cálido Luminoso Estudio.,149527823,Dalsy,Centro,Universidad,40.4259015531631,-3.7035421088403386,Entire home/apt,81,3,0,,,9,76,0,
1304114286883328196,Habitación Privada 10 minutos de  la Gran Via,487936142,Leia,Tetuán,Castillejos,40.4591179,-3.6991172,Private room,27,1,0,,,14,82,0,
1304129861402344064,Habitación amplia calefacción,261009287,Marya,Fuencarral - El Pardo,La Paz,40.48227776408141,-3.685705342851546,Private room,65,1,0,,,1,43,0,
1304170158921645830,"Coliving Navarra 14, 1ºI. 3",545877769,SvTourist,Tetuán,Cuatro Caminos,40.453,-3.70303,Private room,95,7,0,,,15,326,0,
1304187330620571680,Grande habitación en el centro,528819236,Arianna,Centro,Embajadores,40.40787,-3.70064,Private room,83,1,0,,,3,353,0,
1304194719725877084,Tu refugio perfecto en Madrid: habitación privada,655463296,Valentina,Carabanchel,Vista Alegre,40.38789,-3.73548,Private room,33,1,1,2024-12-08,1,1,350,1,
1304196110803804021,Apartamento Centro de Madrid.,69556033,Jose,Centro,Embajadores,40.41239893113212,-3.702044495756261,Entire home/apt,80,1,2,2024-12-09,2,1,72,2,
1304200362441119520,Cómoda Habitación Para Tres,577683672,Lizandro Jefferson,Centro,Embajadores,40.4102,-3.69754,Private room,57,3,0,,,4,365,0,
1304201149240417638,Coliving Navarra 14,545877769,SvTourist,Tetuán,Bellas Vistas,40.454469400975505,-3.7034760838521366,Private room,95,7,0,,,15,361,0,
1304215832240032219,Deslumbrante cuarto de tres,664568079,Edwin,Centro,Embajadores,40.4128,-3.70605,Private room,56,3,0,,,4,365,0,
1304221598230048434,"Coliving Navarra 14, 2ºD. 1",545877769,SvTourist,Tetuán,Berruguete,40.4548,-3.7031,Private room,95,7,0,,,15,326,0,
1304247800351752673,Moderno apartamento en Madrid,508788647,Maria Aranzazu,Villaverde,Los Angeles,40.351714317672474,-3.6953117709694467,Entire home/apt,103,30,0,,,8,365,0,
1304248722064628458,"Coliving Navarra 14, 2ºD. 2",545877769,SvTourist,Tetuán,Bellas Vistas,40.45268,-3.7044,Private room,95,7,0,,,15,331,0,
1304259217213322984,Habitación en Diego de León,403453470,José,Salamanca,Guindalera,40.435531396900394,-3.6716822965310003,Private room,20,5,0,,,1,12,0,
1304309905825429756,"Coliving Navarra 14, 2ºD. 3",545877769,SvTourist,Tetuán,Bellas Vistas,40.45418,-3.70487,Private room,95,7,0,,,15,312,0,
1304326212979603220,Apartamento  Gran Via Centro Madrid,544405121,Francisco,Centro,Justicia,40.420207832284476,-3.6995129892154353,Entire home/apt,121,1,0,,,11,172,0,
1304330316689278393,Encanto y Vista: Apto con Balcón en La Latina,251333188,Jose Maria,Centro,Palacio,40.41049554083821,-3.7131636012798723,Entire home/apt,216,1,0,,,19,352,0,
1304343693579723367,Apartamento Radiante en la Latina,251333188,Jose Maria,Centro,Palacio,40.40889675573426,-3.7129045443055495,Entire home/apt,233,1,0,,,19,345,0,
1304344706632048924,Madrid Cozy Room,114648923,Miguel,Retiro,Estrella,40.41945,-3.66785,Private room,56,7,0,,,3,365,0,
1304363654629190621,Estudio Bohemio de Lavapiés,402310467,Jose,Centro,Embajadores,40.40917,-3.69909,Entire home/apt,54,1,0,,,2,36,0,
1304377569524158455,w* | Amazing 2BR at Palacio Real,511763178,Rodrigo,Centro,Palacio,40.4223857,-3.711086699999999,Entire home/apt,151,5,0,,,21,349,0,
1304379413329605736,"Blueground | Pacífico, elevator & w/d, nr Retiro",434208714,Blueground,Retiro,Pacífico,40.4044344,-3.6748816,Entire home/apt,56,30,0,,,241,365,0,
1304381936673170029,"Blueground | Rios Rosas, AC & w/d, nr stadium",434208714,Blueground,Chamberí,Rios Rosas,40.4438851,-3.6961138,Entire home/apt,119,30,0,,,241,365,0,
1304384619193537957,Lovely center apartment in Atocha,36503894,Marta Y Enrique,Arganzuela,Palos de Moguer,40.40560920568016,-3.6932184042297345,Entire home/apt,80,1,0,,,45,356,0,
1304390962005477084,Small Private Room Near Park Retiro For 2,660097310,Braulio Adrian,Retiro,Ibiza,40.4164859,-3.6744852,Private room,55,3,1,2024-12-05,1,4,106,1,
1304404702921757258,Habitación independient tipo Suite con bañoprivado,661002077,Rafael,Centro,Universidad,40.429927802430655,-3.7094464265437437,Private room,40,1,0,,,3,357,0,
1304410070115201891,A 5 min del aeropuerto + IFEMA,657731227,Alberto,Barajas,Timón,40.47156,-3.58781,Entire home/apt,120,1,0,,,1,360,0,
1304412034748458292,Tiny Private Room Near Retiro Park For 2,660097310,Braulio Adrian,Retiro,Ibiza,40.4164859,-3.6744852,Private room,55,3,0,,,4,102,0,
1304417897939076878,Private Room For 3 Retiro Park,660097310,Braulio Adrian,Retiro,Ibiza,40.4164859,-3.6744852,Private room,66,3,0,,,4,100,0,
1304422900295552637,Small Private Room For 3 Near Retiro,660097310,Braulio Adrian,Retiro,Ibiza,40.4164859,-3.6744852,Private room,65,3,0,,,4,101,0,
1306600024982980154,Habitación en centro turístico Madrid,431540564,Leandra,Centro,Justicia,40.423674595228306,-3.697265535593033,Private room,65,3,0,,,2,76,0,
1306622216690896378,Habitación en piso LGBT+.,351832901,Sergio,Centro,Universidad,40.42731,-3.70281,Private room,58,2,0,,,1,365,0,
1306624716773190344,Rest in the Heart of Madrid,69600676,Cesar,Centro,Embajadores,40.41203,-3.70126,Entire home/apt,320,2,0,,,6,47,0,
1306713093434114785,Habitación en zona tranquila,475818312,Dahiana,Moratalaz,Vinateros,40.40802161255686,-3.640776511291832,Private room,28,1,0,,,1,345,0,
1306781100763249986,alquilo Habitación,544598735,Esteban,Usera,Almendrales,40.3870706279409,-3.697831914270742,Entire home/apt,120,1,0,,,2,358,0,
1307113237604962429,Narvaez III,438136382,Home Club,Salamanca,Goya,40.423934638693616,-3.674781580493085,Entire home/apt,305,30,0,,,320,298,0,
1307123622293372696,Magnífico apartamento Madrid,578106317,Fabiola,Centro,Palacio,40.42112849692398,-3.7103777505067965,Entire home/apt,70,1,0,,,2,351,0,
1300897237040619025,You can be safety here,664471649,Carla,Centro,Justicia,40.42423,-3.70018,Private room,40,1,0,,,2,365,0,
1300941114804043449,Amplio piso barrio de Salamanca,528414105,Paula Elena,Salamanca,Recoletos,40.42231630000001,-3.6857777,Entire home/apt,240,28,0,,,1,151,0,
1301379527000175661,二estudio propia baño y cocina,467775015,Julian,Usera,Pradolongo,40.382368488040775,-3.705309048912801,Entire home/apt,51,1,0,,,12,72,0,
1301401066280997324,"Tokio, Duplex exclusivo en pleno Madrid (A)",653564153,Rodrigo,Tetuán,Berruguete,40.45859500621185,-3.705568819277391,Entire home/apt,107,2,0,,,11,352,0,
1301409272153276132,piso de lujo 3 dormitorios en Zurbano,653564153,Rodrigo,Chamberí,Almagro,40.43769,-3.69408,Entire home/apt,200,10,0,,,11,313,0,
1301419581330912599,Atico Duplex con terraza en Alcalá,653564153,Rodrigo,Salamanca,Goya,40.4236005832281,-3.6777760024397144,Entire home/apt,100,10,0,,,11,244,0,
1301435031450320195,Narvaez XIV,438136382,Home Club,Salamanca,Goya,40.42237902757478,-3.6751344455316888,Entire home/apt,287,30,0,,,320,333,0,
1301440031893851579,cozy room in a unique apartment,72909851,Martin,Centro,Embajadores,40.407967952674326,-3.7039266159330144,Private room,43,1,1,2024-12-08,1,1,360,1,
1301533457845463822,三estudio grande con baño cocina,467775015,Julian,Usera,Almendrales,40.38303,-3.70327,Entire home/apt,55,1,0,,,12,37,0,
1301534614342169929,10 minutos de sol,476976071,Beg,Puente de Vallecas,San Diego,40.3925,-3.66752,Entire home/apt,111,1,0,,,1,364,0,
1301554173124588134,Comodidad y bien ubicado. Para 4,664736142,Melisa,Tetuán,Almenara,40.46838610927248,-3.6975793054761157,Entire home/apt,77,5,0,,,1,359,0,
1301603586640282656,Acogedor loft en Malasaña,308718974,Adolfo,Centro,Universidad,40.42543875919136,-3.704380862376923,Entire home/apt,94,2,0,,,4,343,0,
1301833800170715447,Centrico apartamento en el corazon de Chueca,461634064,Francis,Centro,Justicia,40.4212,-3.69942,Entire home/apt,88,3,0,,,8,72,0,
1301949486273539860,Sencillo pero encantador.,567356846,Enrique,Centro,Universidad,40.42156554501176,-3.702821061015129,Entire home/apt,103,1,1,2024-12-09,1,1,355,1,
1301987453985763094,de Madrid al cielo Mozart.,664816567,Esther,Moncloa - Aravaca,Casa de Campo,40.42307602488802,-3.723618581249616,Entire home/apt,96,30,0,,,3,358,0,
1302010695051878524,Ortega y Gasset XXXVI,438136382,Home Club,Salamanca,Goya,40.42883,-3.67827,Entire home/apt,134,30,0,,,320,213,0,
1302010901909557159,Orense IX,438136382,Home Club,Tetuán,Castillejos,40.4592574833049,-3.693631345896072,Entire home/apt,113,30,0,,,320,364,0,
1302011067143055288,Nuñez de Balboa XXXI,438136382,Home Club,Chamartín,El Viso,40.437545403577225,-3.680549716481756,Entire home/apt,183,30,0,,,320,185,0,
1302015064672589361,Exyca Barrio Salamanca,511649938,Exyca,Salamanca,Guindalera,40.4364643,-3.6753109,Entire home/apt,70,1,0,,,24,343,0,
1302020251260565347,2 dormitorios Chamberí,177668238,Miguel,Chamberí,Rios Rosas,40.44230772994418,-3.6957273850846235,Entire home/apt,70,21,0,,,7,31,0,
1302035521177069590,estudio en el centro de Madrid,25383089,Teresa,Centro,Justicia,40.4230403,-3.6985326,Entire home/apt,75,2,1,2024-12-08,1,3,95,1,
1302066049049893741,habitación privada con baño,230314809,Jorge,Centro,Embajadores,40.40911,-3.70481,Private room,93,1,0,,,11,350,0,
1302073202836843204,Plaza de Chueca I,438136382,Home Club,Centro,Justicia,40.423379315041025,-3.696496275904363,Entire home/apt,154,30,0,,,320,332,0,
1302073660888743374,Ponzano XII,438136382,Home Club,Chamberí,Rios Rosas,40.443447896223766,-3.6998924842822642,Entire home/apt,130,30,0,,,320,364,0,
1302074237740587886,Prado II,438136382,Home Club,Centro,Cortes,40.41374,-3.70036,Entire home/apt,165,1,0,,,320,337,0,
1302074955215153822,San Marcos III,438136382,Home Club,Centro,Justicia,40.42018133282267,-3.698403441308858,Entire home/apt,104,30,0,,,320,324,0,
1302075259710558676,Santa Engracia X,438136382,Home Club,Chamberí,Rios Rosas,40.44235642240722,-3.7036312753918934,Entire home/apt,179,30,0,,,320,315,0,
1302075477999121170,Precioso apartamento clásico,157179976,Mirian,Centro,Embajadores,40.4124752,-3.7009325,Entire home/apt,120,2,3,2024-12-10,3,1,295,3,
1302077060751046507,Big room in shared flat Chamberi,1613876,Daniela,Chamberí,Vallehermoso,40.44127,-3.71324,Private room,33,6,0,,,1,12,0,
1302093584294831865,"Loft,moderno,nuevo, distinto.",282618120,Ana,Hortaleza,Valdefuentes,40.48813122601041,-3.6710124581970227,Entire home/apt,133,2,1,2024-12-08,1,1,357,1,
1302096819418941583,Modern flat in center of madrid,656988692,Louis,Centro,Palacio,40.42009309349972,-3.708409013879062,Entire home/apt,139,4,0,,,2,75,0,
